OBJECTID,ID,name,TERMINAL_NUMBER,lat,long,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
158013558,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,,,NO,9,6,395379.96861159,132352.11690319,
158013559,2,18th & Eads St.,31001,38.85725,-77.05332,YES,NO,,,NO,1,10,395372.04558977,132161.07808121,
158013560,3,20th & Crystal Dr,31002,38.856425,-77.049232,YES,NO,,,NO,8,9,395726.81757513,132069.29786306,
158013561,4,15th & Crystal Dr,31003,38.86017,-77.049593,YES,NO,,,NO,3,7,395695.7097594,132485.03678691,
158013562,5,Aurora Hills Community Ctr/18th & Hayes St,31004,38.857866,-77.05949,YES,NO,,,NO,3,8,394836.55986472,132229.78939,
158013563,6,Pentagon City Metro / 12th & S Hayes St,31005,38.862303,-77.059936,YES,NO,,,NO,3,15,394798.17263784,132722.3537753,
158013564,7,S Joyce & Army Navy Dr,31006,38.8637,-77.0633,YES,NO,,,NO,7,8,394506.31966949,132877.62800884,
158013565,8,Crystal City Metro / 18th & Bell St,31007,38.857405,-77.051132,YES,NO,,,NO,3,16,395561.96451388,132178.17554745,
158013566,9,12th & Army Navy Dr,31008,38.8629,-77.0528,YES,NO,,,NO,2,9,395417.54218218,132788.24270087,
158013567,10,27th & Crystal Dr,31009,38.848441,-77.051516,YES,NO,,,NO,7,12,395528.07344805,131183.1266423,
158013568,11,S Glebe & Potomac Ave,31010,38.8426,-77.0502,YES,NO,,,NO,8,3,395641.95431057,130534.67130912,
158013569,12,23rd & Crystal Dr,31011,38.8533,-77.0498,YES,NO,,,NO,15,2,395677.32772972,131722.42730273,
158013570,13,26th & S Clark St,31012,38.850688,-77.05152,YES,NO,,,NO,7,4,395527.86699294,131432.55965392,
158013571,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,,,NO,15,0,396278.70399052,136939.47827919,
158013572,15,14th & V St NW,31101,38.9176,-77.0321,YES,NO,,,NO,0,27,397216.20899969,138859.53510936,
158013573,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,,,NO,2,23,397587.60905935,140176.41805133,
158013574,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,,,NO,3,30,396831.8852902,139801.91944918,
158013575,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,,,NO,2,12,396307.54666751,139451.02670294,
158013576,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,,,NO,3,16,397207.89698712,139880.81598519,
158013577,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,,,NO,0,23,395869.12679181,139482.10370448,
158013578,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,,,NO,5,14,396635.84323825,140447.18241804,
158013579,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,,,NO,2,20,398455.45488951,134318.97061928,
158013580,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,,,NO,0,18,397013.12734699,137999.29479922,
158013581,24,14th & R St NW,31202,38.912682,-77.031681,YES,NO,,,NO,0,15,397252.35624534,138313.58352632,
158013582,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,,,NO,0,23,397198.51101235,137860.46677503,
158013583,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,,,NO,11,4,396096.32377953,136495.53410413,
158013584,27,21st & I St NW,31205,38.9008,-77.047,YES,NO,,,NO,20,14,395923.08426032,136995.15740474,
158013585,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,YES,NO,,,NO,0,14,397862.93084314,140906.66509731,
158013586,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,,,NO,4,7,397156.2969996,141068.6272297,
158013587,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,,,NO,5,6,400390.15805724,140746.2005855,
158013588,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,,,NO,0,17,398349.59483465,137242.93793811,
158013589,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,,,NO,9,6,402004.07538839,135751.07274551,
158013590,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,,,NO,4,15,397268.74809473,140324.82919203,
158013591,34,Good Hope & Naylor Rd SE,31700,38.8601,-76.9672,YES,NO,,,NO,3,8,402846.79011674,132476.60854073,
158013592,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,,,NO,1,9,394973.09374685,140710.82140544,
158013593,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,,,NO,8,3,403410.08514111,134463.86390983,
158013594,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,YES,NO,,,NO,5,10,404558.92450764,136580.58329247,
158013595,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,,,NO,6,4,405041.71541905,137060.65262358,
158013596,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,,,NO,5,6,400465.45079874,132761.28847182,
158013597,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,,,NO,1,9,401038.0179126,133283.52133563,
158013598,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,,,NO,4,7,396217.71315484,136373.36645763,
158013599,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,,,NO,6,9,399943.80500792,139023.00525965,
158013600,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,,,NO,0,13,397753.87564422,138814.96095752,
158013601,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,,,NO,4,7,398074.95841142,139669.64140129,
158013602,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,,,NO,5,33,399505.38183805,134052.41738498,
158013603,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,,,NO,1,13,396132.05899493,138615.77216932,
158013604,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,,,NO,3,12,398074.70465287,138626.16224103,
158013605,48,23rd & Eads St,31013,38.853531,-77.053509,YES,NO,,,NO,14,0,395355.3991924,131748.25211246,
158013606,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,,,NO,2,15,399678.94106865,134274.42351994,
158013607,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,,,NO,13,31,396149.11786763,138027.41994099,
158013608,52,1st & M St NE,31603,38.9057,-77.0056,YES,NO,,,NO,1,13,399514.27317303,137538.06239613,
158013609,53,21st & M St NW,31212,38.90534,-77.046774,YES,NO,,,NO,13,6,395942.94637664,137499.12394013,
158013610,54,17th & K St NW,31213,38.90276,-77.03863,YES,NO,,,NO,23,0,396649.21425572,137212.39264868,
158013611,55,3rd & H St NW,31604,38.899408,-77.015289,YES,NO,,,NO,8,6,398673.76205224,136839.69580021,
158013612,56,3rd & D St SE,31605,38.8851,-77.0023,YES,NO,,,NO,3,8,399800.44743845,135251.28674748,
158013613,57,Potomac & Pennsylvania Ave SE,31606,38.8803,-76.9862,YES,NO,,,NO,4,10,401197.39591334,134718.53788821,
158013614,58,14th & D St SE,31607,38.884,-76.9861,YES,NO,,,NO,2,13,401206.0101559,135129.26756581,
158013615,59,17th & Corcoran St NW,31214,38.9121,-77.0387,YES,NO,,,NO,7,10,396643.58195891,138249.21138577,
158013616,60,Van Ness Metro / UDC,31300,38.944551,-77.063896,YES,NO,,,NO,8,7,394460.8760265,141852.77834368,
158013617,61,Florida Ave & R St NW,31503,38.9126,-77.0135,YES,NO,,,NO,0,14,398829.1646746,138304.09064665,
158013618,62,8th & Eye St SE / Barracks Row,31608,38.8792,-76.9953,YES,NO,,,NO,8,3,400407.81504123,134596.34949947,
158013619,63,Ward Circle / American University,31301,38.938736,-77.087171,YES,NO,,,NO,5,10,392442.5577893,141208.93151752,
158013620,64,Wisconsin Ave & Newark St NW,31302,38.934881,-77.072755,YES,NO,,,NO,4,14,393692.03675799,140779.89807813,
158013621,65,14th St Heights / 14th & Crittenden St NW,31402,38.947774,-77.032818,YES,NO,,,NO,4,7,397155.14643993,142209.13309952,
158013622,66,Anacostia Library,31804,38.865784,-76.9784,YES,NO,,,NO,6,5,401874.56617125,133107.28439427,
158013623,67,Pennsylvania & Minnesota Ave SE,31805,38.873057,-76.971015,YES,NO,,,NO,5,6,402515.22051118,133914.81891889,
158013624,68,Eastern Market / 7th & North Carolina Ave SE,31610,38.886952,-76.996806,YES,NO,,,NO,4,10,400277.11058153,135456.87541854,
158013625,69,14th St & New York Ave NW,31216,38.899632,-77.031686,YES,NO,,,NO,23,0,397251.41977838,136864.92754697,
158013626,70,Benning Branch Library,31705,38.894,-76.947974,YES,NO,,,NO,5,6,404513.31564725,136240.53983015,
158013627,71,USDA / 12th & Independence Ave SW,31217,38.887237,-77.02823,YES,NO,,,NO,38,1,397551.12964707,135488.88637292,
158013628,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,,,NO,16,0,394863.27537199,137153.51643639,
158013629,73,12th & Newton St NE,31501,38.933668,-76.991016,YES,NO,,,NO,5,6,400778.93906675,140642.76917646,
158013630,74,US Dept of State / Virginia Ave & 21st St NW,31220,38.894919,-77.046587,YES,NO,,,NO,10,5,395958.57590909,136342.30123407,
158013631,75,L'Enfant Plaza / 7th & C St SW,31218,38.886266,-77.022241,YES,NO,,,NO,7,8,398070.35828347,135380.95431573,
158013632,76,10th St & Constitution Ave NW,31219,38.893028,-77.026013,YES,NO,,,NO,25,6,397743.31133834,136131.67560302,
158013633,77,Kennedy Center,31211,38.897293,-77.05557,YES,NO,,,NO,9,8,395179.46081279,136606.27005869,
158013634,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,,,NO,5,14,400399.37156595,135129.1858182,
158013635,79,18th & M St NW,31221,38.904742,-77.041606,YES,NO,,,NO,18,1,396391.17480356,137432.52410483,
158013636,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,,,NO,0,15,393118.69490052,142193.07513516,
158013637,81,13th & H St NE,31611,38.9003,-76.9882,YES,NO,,,NO,1,26,401023.57329617,136938.67004248,
158013638,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,,,NO,13,17,398321.70110602,136597.09913431,
158013639,83,New York Ave & 15th St NW,31222,38.8991,-77.0337,YES,NO,,,NO,17,1,397076.69494362,136805.93385932,
158013640,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,,,NO,0,18,398068.36951337,137542.39041117,
158013641,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,,,NO,6,8,396240.42917895,140000.2175631,
158013642,86,19th & L St NW,31224,38.903407,-77.043648,YES,NO,,,NO,13,1,396213.98476874,137284.41101743,
158013643,87,C & O Canal & Wisconsin Ave NW,31225,38.90375,-77.06269,YES,NO,,,NO,8,14,394562.31341761,137323.44877775,
158013644,88,6th & Water St SW / SW Waterfront,31609,38.87675,-77.02127,YES,NO,,,NO,5,13,398154.35666339,134324.58543011,
158013645,89,D St & Maryland Ave NE,31612,38.894758,-76.997114,YES,NO,,,NO,1,22,400250.36118988,136323.40169319,
158013646,90,34th St & Wisconsin Ave NW,31226,38.916442,-77.0682,YES,NO,,,NO,5,6,394085.43254774,138732.70732736,
158013647,91,13th St & New York Ave NW,31227,38.900283,-77.029822,YES,NO,,,NO,10,13,397413.13477499,136937.13928906,
158013648,92,8th & H St NW,31228,38.8997,-77.023086,YES,NO,,,NO,5,28,397997.42273853,136872.25229554,
158013649,93,10th & Monroe St NE,31504,38.932514,-76.992889,YES,NO,,,NO,2,8,400616.55446976,140514.65083001,
158013650,94,Eckington Pl & Q St NE,31505,38.910972,-77.00495,YES,NO,,,NO,8,2,399570.68391328,138123.29427771,
158013651,95,6th & H St NE,31615,38.899972,-76.998347,YES,NO,,,NO,0,22,400143.38766466,136902.19455674,
158013652,96,3rd & H St NE,31616,38.900412,-77.001949,YES,NO,,,NO,2,17,399830.93718412,136951.03859198,
158013653,97,Bladensburg Rd & Benning Rd NE,31617,38.900413,-76.982872,YES,NO,,,NO,4,10,401485.74030431,136951.28717624,
158013654,98,4th & East Capitol St NE,31618,38.889955,-77.000349,YES,NO,,,NO,1,9,399969.72212823,135790.22701798,
158013655,99,Lincoln Park / 13th & East Capitol St NE,31619,38.890461,-76.988355,YES,NO,,,NO,0,24,401010.26737857,135846.46135466,
158013656,100,Branch & Pennsylvania Ave SE,31701,38.8692,-76.9599,YES,NO,,,NO,6,5,403479.93073282,133487.02816607,
158013657,101,13th & D St NE,31622,38.894832,-76.987633,YES,NO,,,NO,0,31,401072.83909032,136331.6849909,
158013658,102,New Hampshire Ave & T St NW,31229,38.91554,-77.03818,YES,NO,,,NO,5,18,396688.84082399,138631.06089313,
158013659,103,Metro Center / 12th & G St NW,31230,38.898364,-77.027869,YES,NO,,,NO,26,5,397582.47982913,136724.06141167,
158013660,104,14th & D St NW / Ronald Reagan Building,31231,38.894514,-77.031617,YES,NO,,,NO,12,13,397257.20836553,136296.78677707,
158013661,105,7th & F St NW/Portrait Gallery,31232,38.897296,-77.022185,YES,NO,,,NO,0,25,398075.51443364,136605.36972539,
158013662,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,YES,NO,,,NO,17,15,396675.89775652,137134.78675859,
158013663,107,20th & O St NW / Dupont South,31234,38.908905,-77.04478,YES,NO,,,NO,14,4,396116.0947985,137894.78124868,
158013664,108,4th & D St NW / Judiciary Square,31621,38.895344,-77.016106,YES,NO,,,NO,14,1,398602.81213383,136388.57162835,
158013665,109,19th St & Constitution Ave NW,31235,38.8923,-77.0436,YES,NO,,,NO,28,6,396217.55940232,136051.44360649,
158013666,110,37th & O St NW / Georgetown University,31236,38.90774,-77.071652,YES,NO,,,NO,5,17,393785.30362802,137766.94307056,
158013667,111,11th & H St NE,31614,38.899983,-76.991383,YES,NO,,,NO,0,19,400747.47205932,136903.4496248,
158013668,112,25th St & Pennsylvania Ave NW,31237,38.903827,-77.053485,YES,NO,,,NO,13,0,395360.75356309,137331.48834951,
158013669,113,Columbus Circle / Union Station,31623,38.89696,-77.00493,YES,NO,,,NO,5,41,399572.33452251,136567.84875416,
158013670,114,North Capitol St & F St NW,31624,38.897446,-77.00989,YES,NO,,,NO,16,5,399142.24595819,136621.83352922,
158013671,115,11th & M St NW,31266,38.905607,-77.027137,YES,NO,,,NO,2,16,397646.21680293,137528.07359221,
158013672,116,36th & Calvert St NW / Glover Park,31304,38.922581,-77.070334,YES,NO,,,NO,5,10,393900.88891277,139414.32818096,
158013673,117,14th & G St NW,31238,38.898069,-77.031823,YES,NO,,,NO,17,5,397239.47532464,136691.42619808,
158013674,118,Potomac Ave & 35th St S,31052,38.844015,-77.050537,YES,NO,,,NO,7,15,395612.7850665,130691.76225178,
158013675,124,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,38.88412,-77.04657,YES,NO,,,NO,0,21,395959.43911633,135143.52730167,
158013676,125,11th & F St NW,31262,38.897857,-77.026975,YES,NO,,,NO,11,4,397660.01398863,136667.7570737,
158013677,126,23rd & E St NW,31260,38.896104,-77.049882,YES,NO,,,NO,19,0,395672.80643508,136473.99663923,
158013678,127,Lynn & 19th St North,31014,38.897315,-77.070993,YES,NO,,,NO,22,9,393841.56164086,136609.63967085,
158013679,128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,38.8946,-77.072305,YES,NO,,,NO,8,11,393727.51072873,136308.34254655,
158013680,129,Clarendon Blvd & Pierce St,31016,38.893438,-77.076389,YES,NO,,,NO,2,13,393373.11414719,136179.63995377,
158013681,130,Wilson Blvd & N Uhle St,31017,38.891696,-77.0846,YES,NO,,,NO,6,9,392660.61582418,135986.8924231,
158013682,131,N Rhodes & 16th St N,31018,38.892164,-77.079375,YES,NO,,,NO,0,10,393113.95026708,136038.43697471,
158013683,132,Fairfax Village,31706,38.86559,-76.952103,YES,NO,,,NO,5,9,404156.7748465,133086.6176774,
158013684,133,21st St & Constitution Ave NW,31261,38.892459,-77.046567,YES,NO,,,NO,13,2,395960.17160973,136069.22097211,
158013685,134,Wilson Blvd & N Edgewood St,31019,38.889,-77.0925,YES,NO,,,NO,11,4,391974.9565944,135688.28027547,
158013686,135,Columbia Rd & Belmont St NW,31113,38.920669,-77.04368,YES,NO,,,NO,3,16,396212.12597888,139200.636678,
158013687,136,Rhode Island & Connecticut Ave NW,31239,38.905996,-77.039802,YES,NO,,,NO,22,0,396547.71101083,137571.65850828,
158013688,137,Thomas Circle,31241,38.9059,-77.0325,YES,NO,,,NO,0,33,397181.05762675,137560.75091601,
158013689,138,Wilson Blvd & Franklin Rd,31020,38.8904,-77.0889,YES,NO,,,NO,4,6,392287.43385198,135843.38082737,
158013690,139,Clarendon Blvd & N Fillmore St,31021,38.8881,-77.09308,YES,NO,,,NO,0,15,391924.53555307,135588.42446277,
158013691,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.88786,-77.094875,YES,NO,,,NO,8,7,391768.77673525,135561.94292851,
158013692,141,18th St & Pennsylvania Ave NW,31242,38.89968,-77.041539,YES,NO,,,NO,25,0,396396.73056387,136870.59871663,
158013693,142,Maryland & Independence Ave SW,31243,38.887299,-77.018939,YES,NO,,,NO,16,22,398356.86545321,135495.56070939,
158013694,143,4th & E St SW,31244,38.88412,-77.017445,YES,NO,,,NO,4,15,398486.41642165,135142.64129491,
158013695,144,3rd & G St SE,31625,38.881185,-77.001828,YES,NO,,,NO,0,19,399841.39039203,134816.69073244,
158013696,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,YES,NO,,,NO,0,14,398078.53235602,138317.44722014,
158013697,146,9th & Upshur St NW,31404,38.9418,-77.0251,YES,NO,,,NO,3,11,397824.00484445,141545.75347825,
158013698,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,YES,NO,,,NO,0,14,398934.23503524,138616.78618346,
158013699,148,Columbia Rd & Georgia Ave NW,31115,38.928121,-77.023795,YES,NO,,,NO,3,16,397936.74344645,140027.23478731,
158013700,149,California St & Florida Ave NW,31116,38.917761,-77.04062,YES,NO,,,NO,8,11,396477.34162756,138877.70174796,
158013701,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,38.889935,-76.93723,YES,NO,,,NO,16,3,405445.68021157,135789.87902946,
158013702,151,3000 Connecticut Ave NW / National Zoo,31307,38.930282,-77.055599,YES,NO,,,NO,0,15,395179.17550824,140268.32354902,
158013703,152,Anacostia Ave & Benning Rd NE / River Terrace,31708,38.896544,-76.96012,YES,NO,,,NO,8,7,403459.51281234,136522.41355417,
158013704,153,M St & Pennsylvania Ave NW,31246,38.905126,-77.056887,YES,NO,,,NO,8,11,395065.75667991,137475.86623703,
158013705,154,15th St & Massachusetts Ave SE,31626,38.88732,-76.983569,YES,NO,,,NO,3,11,401425.5417836,135497.84971905,
158013706,155,Congress Heights Metro,31806,38.844711,-76.987823,YES,NO,,,NO,4,11,401057.09871953,130767.87922723,
158013707,156,N Quincy St & Glebe Rd,31035,38.876393,-77.107735,YES,NO,,,NO,1,9,390651.55922442,134290.2570428,
158013708,157,Barcroft Community Center,31033,38.850337,-77.100989,YES,NO,,,NO,6,5,391233.72684756,131397.18311219,
158013709,158,N Veitch  & 20th St N,31029,38.896923,-77.086502,YES,NO,,,NO,5,9,392496.15967477,136567.28510903,
158013710,159,10th & K St NW,31263,38.9024,-77.02622,YES,NO,,,NO,1,21,397725.65241957,137172.04739912,
158013711,160,Fairfax Dr & Wilson Blvd,31023,38.885801,-77.097745,YES,NO,,,NO,5,6,391519.53488356,135333.64078152,
158013712,161,Key Blvd & N Quinn St,31027,38.896015,-77.078107,YES,NO,,,NO,3,8,393224.3192932,136465.83335402,
158013713,162,1st & K St SE,31628,38.87861,-77.006004,YES,NO,,,NO,1,14,399479.03366972,134530.86164671,
158013714,163,39th & Calvert St NW / Stoddert,31306,38.922649,-77.077271,YES,NO,,,NO,5,13,393299.34379144,139422.36308098,
158013715,164,1st & Washington Hospital Center NW,31507,38.928743,-77.012457,YES,NO,,,NO,6,9,398919.86707704,140096.08692818,
